1,6,1,2700,22/06/2023
2,6,1,2700,23/06/2023
3,6,1,2700,24/06/2023
4,6,1,2700,25/06/2023
5,6,1,2700,26/06/2023
6,6,1,2700,27/06/2023
7,6,1,2700,28/06/2023
8,6,1,2700,29/06/2023
9,6,1,2700,30/06/2023
10,6,1,2700,01/07/2023
11,6,1,2700,02/07/2023
12,6,1,2700,03/07/2023
13,6,1,2700,04/07/2023
14,6,1,2700,05/07/2023
15,6,1,2700,06/07/2023
16,6,1,2700,07/07/2023
17,6,1,2700,08/07/2023
18,6,1,2700,09/07/2023
19,6,1,2700,10/07/2023
20,6,1,2700,11/07/2023
21,6,1,2700,12/07/2023
22,6,1,2700,13/07/2023
23,6,1,2700,14/07/2023
24,6,1,2700,15/07/2023
25,6,1,2700,16/07/2023
26,6,1,2700,17/07/2023
27,6,1,2700,18/07/2023
28,6,1,2700,19/07/2023
29,6,1,2700,20/07/2023
30,6,1,2700,21/07/2023
31,6,1,2700,22/07/2023
32,6,1,2700,23/07/2023
33,6,1,2700,24/07/2023
34,6,1,2700,25/07/2023
35,6,1,2700,26/07/2023
36,6,1,2700,27/07/2023
37,6,1,2700,28/07/2023
38,6,1,2700,29/07/2023
39,6,1,2700,30/07/2023
40,6,1,2700,31/07/2023
41,6,1,2700,01/08/2023
42,6,1,2700,02/08/2023
43,6,1,2700,03/08/2023
44,6,1,2700,04/08/2023
45,6,1,2700,05/08/2023
46,6,1,2700,06/08/2023
47,6,1,2700,07/08/2023
48,6,1,2700,08/08/2023
49,6,1,2700,09/08/2023
50,6,1,2700,10/08/2023
51,6,1,2700,11/08/2023
52,6,1,2700,12/08/2023
53,6,1,2700,13/08/2023
54,6,1,2700,14/08/2023
55,6,1,2700,15/08/2023
56,6,1,2700,16/08/2023
57,6,1,2700,17/08/2023
58,6,1,2700,18/08/2023
59,6,1,2700,19/08/2023
60,6,1,2700,20/08/2023
61,6,1,2700,21/08/2023
62,6,1,2700,22/08/2023
63,6,1,2700,23/08/2023
64,6,1,2700,24/08/2023
65,6,1,2700,25/08/2023
66,6,1,2700,26/08/2023
67,6,1,2700,27/08/2023
68,6,1,2700,28/08/2023
69,6,1,2700,29/08/2023
70,6,1,2700,30/08/2023
71,6,1,2700,31/08/2023
72,6,1,2700,01/09/2023
73,6,1,2700,02/09/2023
74,6,1,2700,03/09/2023
75,6,1,2700,04/09/2023
76,6,1,2700,05/09/2023
77,6,1,2700,06/09/2023
78,6,1,2700,07/09/2023
79,6,1,2700,08/09/2023
80,6,1,2700,09/09/2023
81,6,1,2700,10/09/2023
82,6,1,2700,11/09/2023
83,6,1,2700,12/09/2023
84,6,1,2700,13/09/2023
85,6,1,2700,14/09/2023
86,6,1,2700,15/09/2023
87,6,1,2700,16/09/2023
88,6,1,2700,17/09/2023
89,6,1,2700,18/09/2023
90,6,1,2700,19/09/2023
91,6,1,2700,20/09/2023
92,6,1,2700,21/09/2023
93,6,1,2700,22/09/2023
94,6,1,2700,23/09/2023
95,6,1,2700,24/09/2023
96,6,1,2700,25/09/2023
97,6,1,2700,26/09/2023
98,6,1,2700,27/09/2023
99,6,1,2700,28/09/2023
100,6,1,2700,29/09/2023
101,6,1,2700,30/09/2023
102,6,1,2700,01/10/2023
103,6,1,2700,02/10/2023
104,6,1,2700,03/10/2023
105,6,1,2700,04/10/2023
106,6,1,2700,05/10/2023
107,6,1,2700,06/10/2023
108,6,1,2700,07/10/2023
109,6,1,2700,08/10/2023
110,6,1,2700,09/10/2023
111,6,1,2700,10/10/2023
112,6,1,2700,11/10/2023
113,6,1,2700,12/10/2023
114,6,1,2700,13/10/2023
115,6,1,2700,14/10/2023
116,6,1,2700,15/10/2023
117,6,1,2700,16/10/2023
118,6,1,2700,17/10/2023
119,6,1,2700,18/10/2023
120,6,1,2700,19/10/2023
121,6,1,2700,20/10/2023
122,6,1,2700,21/10/2023
123,6,1,2700,22/10/2023
124,6,1,2700,23/10/2023
125,6,1,2700,24/10/2023
126,6,1,2700,25/10/2023
127,6,1,2700,26/10/2023
128,6,1,2700,27/10/2023
129,6,1,2700,28/10/2023
130,6,1,2700,29/10/2023
