iphone15,Amazon,1299.99,2023-01-01
iphone15,Amazon,1299.99,2023-02-01
iphone15,Amazon,1299.99,2023-03-01
iphone15,Amazon,1399.99,2023-04-01
iphone15,Amazon,1499.99,2023-05-01
iphone15,Amazon,1599.99,2023-06-01
iphone15,Amazon,1699.99,2023-07-01
iphone15,Amazon,1599.99,2023-08-01
iphone15,Amazon,1499.99,2023-09-01
iphone15,Amazon,1399.99,2023-10-01
iphone14,Amazon,999.99,2023-01-01
iphone14,Amazon,999.99,2023-02-01
iphone14,Amazon,999.99,2023-03-01
iphone14,Amazon,1099.99,2023-04-01
iphone14,Amazon,1199.99,2023-05-01
iphone14,Amazon,1299.99,2023-06-01
iphone14,Amazon,1399.99,2023-07-01
iphone14,Amazon,1299.99,2023-08-01
iphone14,Amazon,1199.99,2023-09-01
iphone14,Amazon,1099.99,2023-10-01
iphone13,Amazon,699.99,2023-01-01
iphone13,Amazon,699.99,2023-02-01
iphone13,Amazon,699.99,2023-03-01
iphone13,Amazon,799.99,2023-04-01
iphone13,Amazon,899.99,2023-05-01
iphone13,Amazon,999.99,2023-06-01
iphone13,Amazon,1099.99,2023-07-01
iphone13,Amazon,999.99,2023-08-01
iphone13,Amazon,899.99,2023-09-01
iphone13,Amazon,799.99,2023-10-01
iphone15,eBay,1399.99,2023-01-01
iphone15,eBay,1399.99,2023-02-01
iphone15,eBay,1399.99,2023-03-01
iphone15,eBay,1499.99,2023-04-01
iphone15,eBay,1599.99,2023-05-01
iphone15,eBay,1699.99,2023-06-01
iphone15,eBay,1599.99,2023-07-01
iphone15,eBay,1499.99,2023-08-01
iphone15,eBay,1399.99,2023-09-01
iphone15,eBay,1299.99,2023-10-01
iphone14,eBay,1099.99,2023-01-01
iphone14,eBay,1099.99,2023-02-01
iphone14,eBay,1099.99,2023-03-01
iphone14,eBay,1199.99,2023-04-01
iphone14,eBay,1299.99,2023-05-01
iphone14,eBay,1399.99,2023-06-01
iphone14,eBay,1399.99,2023-07-01
iphone14,eBay,1299.99,2023-08-01
iphone14,eBay,1199.99,2023-09-01
iphone14,eBay,1099.99,2023-10-01
iphone13,eBay,799.99,2023-01-01
iphone13,eBay,799.99,2023-02-01
iphone13,eBay,799.99,2023-03-01
iphone13,eBay,899.99,2023-04-01
iphone13,eBay,999.99,2023-05-01
iphone13,eBay,1099.99,2023-06-01
iphone13,eBay,1099.99,2023-07-01
iphone13,eBay,999.99,2023-08-01
iphone13,eBay,899.99,2023-09-01
iphone13,eBay,799.99,2023-10-01
